SK_ID_CURR,TARGET
100001,0.033507101237773895
100005,0.07796135544776917
100013,0.01813235506415367
100028,0.03749191761016846
100038,0.11973609030246735
100042,0.03363412991166115
100057,0.010894760489463806
100065,0.01610567793250084
100066,0.011009104549884796
100067,0.0667048767209053
100074,0.05655689910054207
100090,0.03535319119691849
100091,0.16401202976703644
100092,0.04975326731801033
100106,0.035794902592897415
100107,0.14636845886707306
100109,0.04197997227311134
100117,0.017653804272413254
100128,0.0777541995048523
100141,0.025857971981167793
100150,0.01703602820634842
100168,0.007204032503068447
100169,0.027327079325914383
100170,0.1365179419517517
100171,0.052410759031772614
100172,0.08157425373792648
100184,0.0794079527258873
100187,0.038349591195583344
100212,0.038876377046108246
100222,0.04620356112718582
100223,0.024232391268014908
100232,0.009876768104732037
100241,0.1779106855392456
100245,0.021288549527525902
100253,0.020645737648010254
100256,0.05703236535191536
100271,0.009224754758179188
100278,0.33087441325187683
100280,0.011023064143955708
100306,0.12970416247844696
100311,0.07273616641759872
100312,0.027034956961870193
100330,0.10598596185445786
100331,0.02081909403204918
100352,0.0780198872089386
100358,0.0948510617017746
100367,0.0316937081515789
100382,0.10363581776618958
100384,0.083261638879776
100385,0.0702311247587204
100386,0.01762191392481327
100399,0.024987926706671715
100404,0.026378806680440903
100416,0.013432778418064117
100422,0.023035557940602303
100426,0.027875056490302086
100438,0.028003593906760216
100444,0.13255095481872559
100445,0.09164252132177353
100446,0.061196696013212204
100447,0.024443577975034714
100450,0.07379747182130814
100466,0.014821933582425117
100483,0.02590690739452839
100484,0.019706135615706444
100494,0.05252023786306381
100510,0.1969340592622757
100512,0.015660474076867104
100517,0.03777746856212616
100548,0.015428094193339348
100551,0.04946092516183853
100552,0.04731302335858345
100553,0.01897302269935608
100561,0.14240244030952454
100568,0.3600291907787323
100569,0.008836841210722923
100591,0.07607918232679367
100592,0.03192959353327751
100602,0.047324202954769135
100607,0.06574930995702744
100613,0.05074027553200722
100617,0.07538476586341858
100618,0.07867569476366043
100622,0.028486035764217377
100625,0.1020759716629982
100677,0.07888740301132202
100699,0.031646568328142166
100702,0.33264845609664917
100711,0.02818077616393566
100729,0.08699159324169159
100740,0.1858161836862564
100744,0.14321765303611755
100745,0.030657872557640076
100747,0.04343603551387787
100751,0.47786322236061096
100752,0.04423137381672859
100753,0.1820475459098816
100754,0.2823977470397949
100760,0.024124016985297203
100762,0.09284071624279022
100763,0.030612682923674583
100765,0.015788331627845764
100770,0.05357664078474045
100772,0.015813974663615227
100777,0.014067349955439568
100791,0.015869449824094772
100792,0.006296960636973381
100797,0.015107331797480583
100823,0.020667944103479385
100826,0.03684987127780914
100830,0.029357798397541046
100836,0.24007828533649445
100872,0.056213486939668655
100910,0.038939498364925385
100913,0.17233037948608398
100918,0.017604200169444084
100931,0.010765253566205502
100952,0.025251302868127823
100953,0.019297895953059196
100965,0.11187376081943512
100970,0.02596031129360199
100982,0.17583808302879333
100983,0.2844240665435791
100984,0.05211803689599037
100987,0.043494462966918945
100997,0.028734993189573288
100998,0.2338419109582901
101002,0.041691605001688004
101005,0.14814738929271698
101008,0.2868916988372803
101020,0.04388028383255005
101021,0.05119721591472626
101024,0.03164445981383324
101025,0.14974787831306458
101026,0.024464091286063194
101031,0.013577588833868504
101041,0.01179596595466137
101051,0.005258093122392893
101055,0.06851965934038162
101056,0.16352897882461548
101057,0.023284723982214928
101064,0.015765853226184845
101079,0.06181268393993378
101087,0.010400605387985706
101090,0.027571311220526695
101092,0.07265448570251465
101097,0.12606291472911835
101099,0.018477000296115875
101107,0.07820792496204376
101118,0.03635890409350395
101125,0.0802091732621193
101126,0.010263379663228989
101128,0.008529724553227425
101136,0.02105911448597908
101140,0.13003851473331451
101149,0.08236917108297348
101160,0.11603427678346634
101169,0.16678160429000854
101181,0.037078600376844406
101186,0.006963725667446852
101190,0.03492044657468796
101193,0.09409456700086594
101194,0.10314130038022995
101198,0.12610559165477753
101200,0.02417081594467163
101204,0.018760552629828453
101211,0.07485192269086838
101213,0.051607467234134674
101223,0.025965575128793716
101225,0.12024571001529694
101237,0.043033961206674576
101243,0.04686573147773743
101244,0.11755155771970749
101258,0.025528373196721077
101259,0.14115513861179352
101268,0.13955233991146088
101269,0.04020888730883598
101271,0.03556961193680763
101279,0.06003114581108093
101281,0.13668474555015564
101287,0.06448548287153244
101292,0.0408041775226593
101294,0.027565086260437965
101296,0.07871135324239731
101297,0.014043719507753849
101299,0.021907005459070206
101301,0.03611031547188759
101305,0.06710375100374222
101308,0.35083961486816406
101318,0.009499271400272846
101327,0.23716795444488525
101329,0.009046932682394981
101332,0.05345843732357025
101337,0.02963569574058056
101343,0.021266836673021317
101345,0.020583728328347206
101346,0.009545166045427322
101353,0.012773514725267887
101354,0.11727209389209747
101355,0.1517588496208191
101356,0.029530741274356842
101362,0.08813127875328064
101363,0.40033063292503357
101365,0.013468439690768719
101366,0.06560835987329483
101367,0.2022198736667633
101368,0.012291034683585167
101374,0.09081563353538513
101380,0.016049368306994438
101383,0.031013919040560722
101398,0.02126803807914257
101399,0.25491970777511597
101401,0.2260805070400238
101412,0.05171101540327072
101426,0.06046748533844948
101427,0.3130994141101837
101428,0.19407935440540314
101429,0.1454726606607437
101434,0.02733326517045498
101440,0.16899339854717255
101448,0.08814701437950134
101449,0.03135543689131737
101465,0.045603197067976
101467,0.03017597831785679
101472,0.04413008689880371
101478,0.16088789701461792
101497,0.05625968426465988
101504,0.04215269908308983
101547,0.013739723712205887
101548,0.10616615414619446
101555,0.08395358175039291
101570,0.01283425185829401
101572,0.036299724131822586
101578,0.04225422814488411
101580,0.07814303785562515
101588,0.10662586987018585
101602,0.037165455520153046
101610,0.13153889775276184
101614,0.037466973066329956
101616,0.01896960847079754
101643,0.07146012783050537
101644,0.026812007650732994
101649,0.0283367857336998
101650,0.05226579308509827
101665,0.017980853095650673
101667,0.06896273046731949
101669,0.0919283926486969
101674,0.06843376159667969
101675,0.010926984250545502
101678,0.08531145751476288
101682,0.038940899074077606
101686,0.05001054331660271
101697,0.2907416820526123
101700,0.35001692175865173
101711,0.027248473837971687
101714,0.03690263256430626
101715,0.19821354746818542
101728,0.021013453602790833
101732,0.03307401388883591
101757,0.11131462454795837
101758,0.02603660710155964
101759,0.05998918414115906
101762,0.017099600285291672
101764,0.035013601183891296
101780,0.258992999792099
101784,0.011854366399347782
101789,0.017250649631023407
101816,0.049548786133527756
101819,0.04517747089266777
101827,0.00816586334258318
101863,0.04059063270688057
101867,0.024101173505187035
101870,0.019511794671416283
101873,0.29305794835090637
101878,0.07009020447731018
101879,0.04192255437374115
101880,0.017929287627339363
101887,0.02916918322443962
101897,0.011565184220671654
101901,0.06141102313995361
101903,0.17864078283309937
101920,0.01838303916156292
101921,0.023234035819768906
101922,0.037275414913892746
101961,0.09081191569566727
101962,0.018404683098196983
101971,0.05505560338497162
101976,0.37643933296203613
102002,0.0751602053642273
102005,0.020666232332587242
102007,0.3977780044078827
102017,0.021476415917277336
102019,0.11471481621265411
102029,0.008463047444820404
102051,0.16185413300991058
102052,0.005530148278921843
102054,0.014630112797021866
102062,0.06332609802484512
102067,0.151779443025589
102068,0.10398487746715546
102070,0.05033489316701889
102090,0.0791064128279686
102092,0.04809018224477768
102099,0.07529890537261963
102100,0.018619218841195107
102112,0.11768539994955063
102113,0.023395441472530365
102122,0.11362902075052261
102123,0.048918262124061584
102125,0.04508185014128685
102126,0.12567941844463348
102146,0.02445141412317753
102147,0.05665280297398567
102151,0.04417971894145012
102158,0.17586950957775116
102159,0.020870715379714966
102162,0.0536629781126976
102165,0.025243017822504044
102166,0.018407586961984634
102174,0.013286533765494823
102193,0.18558143079280853
102198,0.03048253431916237
102205,0.16143058240413666
102206,0.007184860296547413
102218,0.019033338874578476
102221,0.023994112387299538
102230,0.06765436381101608
102238,0.03699793666601181
102248,0.04301135614514351
102252,0.1278672218322754
102259,0.06617970764636993
102262,0.13388754427433014
102273,0.04060262069106102
102286,0.14382998645305634
102293,0.011655350215733051
102294,0.032433509826660156
102296,0.05105306953191757
102298,0.05451318249106407
102303,0.01878492347896099
102309,0.02503594011068344
102315,0.026524575427174568
102340,0.053190141916275024
102342,0.05757295340299606
102344,0.033365458250045776
102346,0.06255841255187988
102347,0.01296544261276722
102374,0.07534640282392502
102380,0.030715206637978554
102387,0.017159627750515938
102393,0.04403604939579964
102403,0.007600029930472374
102413,0.030976131558418274
102414,0.006229092366993427
102415,0.02629946917295456
102416,0.12162891030311584
102439,0.04264757037162781
102441,0.045585114508867264
102443,0.015883993357419968
102444,0.09580133855342865
102445,0.10443554818630219
102448,0.028101298958063126
102449,0.06254371255636215
102450,0.2315768450498581
102456,0.015755940228700638
102458,0.07287605851888657
102459,0.06130950525403023
102465,0.01430679950863123
102470,0.13298174738883972
102471,0.0256938599050045
102475,0.03567291796207428
102476,0.150163933634758
102506,0.06507446616888046
102509,0.018780753016471863
102519,0.022186802700161934
102522,0.032411281019449234
102545,0.02230757847428322
102549,0.02612391673028469
102562,0.00970248132944107
102563,0.015306706540286541
102568,0.12861469388008118
102582,0.04665013402700424
102592,0.01230519637465477
102597,0.07395471632480621
102605,0.03201707452535629
102614,0.022853579372167587
102617,0.1437065303325653
102634,0.029342202469706535
102652,0.02574382908642292
102655,0.008536187000572681
102671,0.07193717360496521
102694,0.22807148098945618
102701,0.035269126296043396
102703,0.015955258160829544
102704,0.012216887436807156
102713,0.012037028558552265
102720,0.11125348508358002
102731,0.018149809911847115
102733,0.026259245350956917
102749,0.020482148975133896
102755,0.0745965838432312
102763,0.01273340918123722
102770,0.05766274407505989
102772,0.05122870206832886
102799,0.14235572516918182
102838,0.012849152088165283
102854,0.012886200100183487
102862,0.13520659506320953
102863,0.023766178637742996
102867,0.009056894108653069
102868,0.01006303634494543
102878,0.04558364301919937
102887,0.04836520925164223
102898,0.356052964925766
102904,0.07260261476039886
102912,0.052135422825813293
102919,0.036961283534765244
102927,0.08070511370897293
102932,0.04793255031108856
102933,0.07468981295824051
102935,0.016757450997829437
102958,0.05890636891126633
102969,0.22863952815532684
102971,0.030037153512239456
102975,0.041057832539081573
102979,0.03944414481520653
102982,0.010850848630070686
102987,0.35572561621665955
102989,0.03891001269221306
102995,0.062294356524944305
102996,0.017205124720931053
103000,0.05304156616330147
103001,0.10849500447511673
103004,0.024536654353141785
103010,0.016109751537442207
103025,0.24365338683128357
103029,0.010760649107396603
103046,0.05024772137403488
103056,0.02191334031522274
103062,0.07253128290176392
103078,0.016177693381905556
103083,0.014807484112679958
103092,0.03299843519926071
103096,0.045739658176898956
103097,0.08295982331037521
103102,0.2334097921848297
103112,0.06850934028625488
103132,0.02879517897963524
103144,0.046680789440870285
103145,0.10066784173250198
103146,0.012535798363387585
103147,0.07603029906749725
103158,0.039580076932907104
103171,0.08327039331197739
103173,0.033833373337984085
103184,0.02054070122539997
103195,0.11941219121217728
103196,0.08484335988759995
103206,0.019809985533356667
103230,0.1482713371515274
103231,0.10772021114826202
103232,0.026192298159003258
103239,0.10778326541185379
103240,0.15236325562000275
103243,0.02359885349869728
